id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
1412555,169092,1131,0.0,5,1.0,0.0,0.0,,,
1412556,169092,1162,36.7,10,1.0,30.8,40.7,,,
1412557,169092,1165,0.0409999999999999,13,1.0,0.02,0.08,,,
1412558,169092,1166,0.019,4,1.0,0.015,0.02,,,
1412559,169092,1177,21.0,17,1.0,7.0,40.0,,,
1412560,169092,1075,0.06,8,1.0,0.0,0.13,,,
1412561,169092,1079,0.9,18,1.0,0.6,1.6,,,
1412562,169092,1089,0.21,54,1.0,0.07,0.64,,,
1412563,169092,1090,12.0,54,1.0,7.0,18.0,,,
1412564,169092,1091,15.0,53,1.0,8.0,25.0,,,
1412565,169092,1098,0.0409999999999999,54,1.0,0.0,0.204,,,
1412566,169092,1101,0.0409999999999999,54,1.0,0.0,0.066,,,
1412567,169092,1104,3382.0,0,,,,,,
1412568,169092,1184,0.0,8,1.0,0.0,0.0,,,
1412569,169092,1185,2.5,8,1.0,1.6,4.0,,,
1412570,169092,1106,169.0,0,,,,,,
1412571,169092,1107,2020.0,52,1.0,1377.0,4712.0,,,
1412572,169092,1108,16.0,42,1.0,0.0,61.0,,,
1412573,169092,1210,0.002,0,1.0,,,,,
1412574,169092,1211,0.017,0,1.0,,,,,
1412575,169092,1215,0.012,0,1.0,,,,,
1412576,169092,1217,0.023,0,1.0,,,,,
1412577,169092,1218,0.0139999999999999,0,1.0,,,,,
1412578,169092,1222,0.095,0,1.0,,,,,
1412579,169092,1224,0.209,0,1.0,,,,,
1412580,169092,1225,0.026,0,1.0,,,,,
1412581,169092,1226,0.019,0,1.0,,,,,
1412582,169092,1003,0.84,17,1.0,0.6,1.0,,,
1412583,169092,1007,0.65,17,1.0,0.45,0.9,,,
1412584,169092,1009,0.03,4,1.0,0.0,0.1,,,
1412585,169092,1012,1.87,14,1.0,0.91,3.0,,,
1412586,169092,1013,0.0,8,1.0,0.0,0.0,,,
1412587,169092,1010,4.35,14,1.0,1.57,8.08,,,
1412588,169092,1011,1.54,14,1.0,0.55,2.89,,,
1412589,169092,1014,0.04,11,1.0,0.0,0.2,,,
1412590,169092,1051,90.15,30,1.0,88.11,92.86,,,
1412591,169092,1057,0.0,0,68.0,,,,,
1412592,169092,1058,0.0,0,68.0,,,,,
1412593,169092,1087,9.0,54,1.0,5.0,18.0,,,
1412594,169092,1103,0.4,4,1.0,0.2,0.5,,,
1412595,169092,1109,0.05,11,1.0,0.02,0.11,,,
1412596,169092,1095,0.18,53,1.0,0.07,0.37,,,
1412597,169092,1123,26.0,12,1.0,0.0,51.0,,,
1412598,169092,1125,0.0,11,1.0,0.0,0.0,,,
1412599,169092,1126,0.11,11,1.0,0.06,0.13,,,
1412600,169092,1128,0.0,5,1.0,0.0,0.0,,,
1412601,169092,1129,0.0,5,1.0,0.0,0.0,,,
1412602,169092,1167,0.7340000000000001,18,1.0,0.528,0.89,,,
1412603,169092,1170,0.105,13,1.0,0.042,0.157,,,
1412604,169092,1175,0.07200000000000001,14,1.0,0.0279999999999999,0.12,,,
1412605,169092,1004,0.19,21,1.0,0.08,0.32,,,
1412606,169092,1212,0.021,0,1.0,,,,,
1412607,169092,1213,0.0289999999999999,0,1.0,,,,,
1412608,169092,1214,0.03,0,1.0,,,,,
1412609,169092,1216,0.002,0,1.0,,,,,
1412610,169092,1219,0.033,0,1.0,,,,,
1412611,169092,1220,0.0289999999999999,0,1.0,,,,,
1412612,169092,1221,0.015,0,1.0,,,,,
1412613,169092,1223,0.136,0,1.0,,,,,
1412614,169092,1227,0.042,0,1.0,,,,,
1412965,169097,1186,0.0,0,68.0,,,,,
1412966,169097,1057,0.0,0,68.0,,,,,
1412967,169097,1058,0.0,0,68.0,,,,,
1412968,169097,2000,9.35,0,52.0,,,,,
1412969,169097,1109,0.18,4,1.0,0.14,0.25,,,
1412970,169097,1185,0.0,10,1.0,0.0,0.1,,,
1412971,169097,1271,0.0,0,,,,,,
1412972,169097,1276,0.0,0,,,,,,
1412973,169097,1277,0.0,0,,,,,,
1412974,169097,1279,0.0,0,,,,,,
1412975,169097,1259,0.0,0,,,,,,
1412976,169097,1260,0.0,0,,,,,,
1412977,169097,1262,0.0,0,,,,,,
1412978,169097,1266,0.0,0,,,,,,
1412979,169097,1278,0.0,0,,,,,,
1412980,169097,1280,0.0,0,,,,,,
1412981,169097,1261,0.0,0,,,,,,
1412982,169097,1263,0.0,0,,,,,,
1412983,169097,1264,0.0,0,,,,,,
1412984,169097,1272,0.0,0,,,,,,
1412985,169097,1110,0.0,0,68.0,,,,,
1412986,169097,1018,0.0,0,,,,,,
1412987,169097,1104,225.0,0,,,,,,
1412988,169097,1106,11.0,0,,,,,,
1412989,169097,1107,71.0,55,1.0,40.0,237.0,,,
1412990,169097,1108,11.0,55,1.0,0.0,20.0,,,
1412991,169097,1120,116.0,7,1.0,83.0,148.0,,,
1412992,169097,1122,0.0,7,1.0,0.0,0.0,,,
1412993,169097,1123,129.0,7,1.0,54.0,187.0,,,
1412994,169097,1105,0.0,0,68.0,,,,,
1412995,169097,1257,0.0,0,68.0,,,,,
1412996,169097,1175,0.06,100,,,,,,
1412997,169097,1292,0.023,0,,,,,,
1412998,169097,1293,0.025,0,,,,,,
1412999,169097,1268,0.02,0,,,,,,
1413000,169097,1269,0.018000000000000002,0,,,,,,
1413001,169097,1270,0.0069999999999999,0,,,,,,
1413002,169097,1265,0.013,0,,,,,,
1413003,169097,1212,0.025,2,,,,,,
1413004,169097,1213,0.023,2,,,,,,
1413005,169097,1214,0.047,2,,,,,,
1413006,169097,1216,0.01,2,,,,,,
1413007,169097,1219,0.04,2,,,,,,
1413008,169097,1220,0.065,2,,,,,,
1413009,169097,1221,0.018000000000000002,2,,,,,,
1413010,169097,1223,0.114,2,,,,,,
1413011,169097,1227,0.032,2,,,,,,
1413012,169097,1167,0.282,145,,,,,,
1413013,169097,1170,0.25,0,,,,,,
1413014,169097,1087,40.0,0,,,,,,
1413015,169097,1092,181.0,180,,,,,,
1413016,169097,1095,0.07,3,,,,,,
1413017,169097,1004,0.12,4,,,,,,
1413018,169097,1005,11.75,0,49.0,,,,,
1413019,169097,1008,47.0,0,49.0,,,,,
1413020,169097,1051,86.75,88,,,,,,
1413021,169097,1275,0.003,0,,,,,,
1413022,169097,1258,0.015,0,,,,,,
1413023,169097,1253,0.0,0,68.0,,,,,
1413024,169097,1162,53.2,145,,,,,,
1413025,169097,1165,0.087,148,,,,,,
1413026,169097,1166,0.04,0,,,,,,
1413027,169097,1177,30.0,154,,,,,,
1413028,169097,1178,0.0,0,68.0,,,,,
1413029,169097,1210,0.009000000000000001,2,,,,,,
1413030,169097,1211,0.015,2,,,,,,
1413031,169097,1215,0.02,2,,,,,,
1413032,169097,1217,0.031,2,,,,,,
1413033,169097,1218,0.016,2,,,,,,
1413034,169097,1222,0.05,2,,,,,,
1413035,169097,1224,0.094,2,,,,,,
1413036,169097,1225,0.094,2,,,,,,
1413037,169097,1226,0.046,2,,,,,,
1413038,169097,1079,2.4,0,,,,,,
1413039,169097,1089,0.1,64,,,,,,
1413040,169097,1090,10.0,212,,,,,,
1413041,169097,1091,14.0,68,,,,,,
1413042,169097,1093,0.0,72,,,,,,
1413043,169097,1098,0.045,64,,,,,,
1413044,169097,1101,0.025,64,,,,,,
1413045,169097,1003,0.94,69,,,,,,
1413046,169097,1007,0.44,70,,,,,,
1413047,169097,1246,0.0,0,68.0,,,,,
1413048,169097,1242,0.0,0,68.0,,,,,
1413049,169097,1114,0.0,0,68.0,,,,,
1413050,169097,1103,0.5,5,1.0,,,,,
1413051,169097,1187,30.0,154,,,,,,
1413052,169097,1062,197.0,0,,,,,,
1413053,169097,1180,8.4,0,20.0,,,,,
1413054,169097,1190,30.0,0,49.0,,,,,
1413055,169098,1186,0.0,0,68.0,,,,,
1413056,169098,1107,33.0,0,22.0,,,,,
1413057,169098,1108,6.0,0,22.0,,,,,
1413058,169098,1120,169.0,0,22.0,,,,,
1413059,169098,1122,0.0,0,20.0,,,,,
1413060,169098,1185,0.1,0,20.0,,,,,
1413061,169098,1109,0.04,0,,,,,,
1413062,169098,1123,115.0,0,20.0,,,,,
1413063,169098,1057,0.0,0,68.0,,,,,
1413064,169098,1058,0.0,0,68.0,,,,,
1413065,169098,2000,8.4,0,20.0,,,,,
1413066,169098,1261,0.0,0,,,,,,
1413067,169098,1263,0.0,0,,,,,,
1413068,169098,1278,0.0,0,,,,,,
1413069,169098,1280,0.0,0,,,,,,
1413070,169098,1272,0.0,0,,,,,,
1413071,169098,1271,0.0,0,,,,,,
1413072,169098,1276,0.0,0,,,,,,
1413073,169098,1277,0.0,0,,,,,,
1413074,169098,1279,0.0,0,,,,,,
1413075,169098,1259,0.0,0,,,,,,
1413076,169098,1260,0.0,0,,,,,,
1413077,169098,1262,0.0,0,,,,,,
1413078,169098,1110,0.0,0,68.0,,,,,
1413079,169098,1018,0.0,0,,,,,,
1413080,169098,1105,0.0,0,68.0,,,,,
1413081,169098,1257,0.0,0,68.0,,,,,
1413082,169098,1162,50.0,0,,,,,,
1413083,169098,1165,0.09,0,,,,,,
1413084,169098,1166,0.03,0,,,,,,
1413085,169098,1003,0.7,0,,,,,,
1413086,169098,1007,0.4,0,,,,,,
1413087,169098,1079,0.2,0,,,,,,
1413088,169098,1089,0.2,0,,,,,,
1413089,169098,1090,11.0,0,,,,,,
1413090,169098,1091,17.0,0,,,,,,
1413091,169098,1093,1.0,0,,,,,,
1413092,169098,1098,0.044,0,,,,,,
1413093,169098,1101,0.0139999999999999,0,,,,,,
1413094,169098,1104,200.0,0,,,,,,
1413095,169098,1210,0.002,0,,,,,,
1413096,169098,1211,0.008,0,,,,,,
1413097,169098,1215,0.003,0,,,,,,
1413098,169098,1217,0.009000000000000001,0,,,,,,
1413099,169098,1218,0.004,0,,,,,,
1413100,169098,1222,0.015,0,,,,,,
1413101,169098,1224,0.033,0,,,,,,
1413102,169098,1225,0.009000000000000001,0,,,,,,
1413103,169098,1226,0.044,0,,,,,,
1413104,169098,1258,0.024,0,,,,,,
1413105,169098,1264,0.001,2,,,,,,
1413106,169098,1253,0.0,0,68.0,,,,,
1413107,169098,1177,30.0,0,,,,,,
1413108,169098,1178,0.0,0,68.0,,,,,
1413109,169098,1275,0.005,16,,,,,,
1413110,169098,1004,0.2,0,,,,,,
1413111,169098,1005,10.4,0,49.0,,,,,
1413112,169098,1292,0.036000000000000004,0,,,,,,
1413113,169098,1293,0.04,0,,,,,,
1413114,169098,1265,0.021,16,,,,,,
1413115,169098,1266,0.001,10,,,,,,
1413116,169098,1268,0.032,16,,,,,,
1413117,169098,1269,0.0289999999999999,16,,,,,,
1413118,169098,1270,0.011,16,,,,,,
1413119,169098,1167,0.4,0,,,,,,
1413120,169098,1170,0.19,0,,,,,,
1413121,169098,1175,0.04,0,,,,,,
1413122,169098,1212,0.008,0,,,,,,
1413123,169098,1213,0.013,0,,,,,,
1413124,169098,1214,0.009000000000000001,0,,,,,,
1413125,169098,1216,0.005,0,,,,,,
1413126,169098,1219,0.011,0,,,,,,
1413127,169098,1220,0.047,0,,,,,,
1413128,169098,1221,0.003,0,,,,,,
1413129,169098,1223,0.075,0,,,,,,
1413130,169098,1227,0.013,0,,,,,,
1413131,169098,1008,45.0,0,49.0,,,,,
1413132,169098,1051,88.3,0,,,,,,
1413133,169098,1087,11.0,0,,,,,,
1413134,169098,1092,200.0,0,,,,,,
1413135,169098,1095,0.05,0,,,,,,
1413136,169098,1246,0.0,0,68.0,,,,,
1413137,169098,1242,0.0,0,68.0,,,,,
1413138,169098,1114,0.0,0,68.0,,,,,
1413139,169098,1103,0.1,0,20.0,,,,,
1413140,169098,1187,30.0,0,,,,,,
1413141,169098,1106,10.0,0,49.0,,,,,
1413142,169098,1062,188.0,0,,,,,,
1413143,169098,1180,6.2,0,20.0,,,,,
1413144,169098,1190,30.0,0,49.0,,,,,
1414721,169118,1186,0.0,0,68.0,,,,,
1414722,169118,1110,0.0,0,68.0,,,,,
1414723,169118,1257,0.0,0,68.0,,,,,
1414724,169118,1090,7.0,51,1.0,6.0,7.0,,,
1414725,169118,1098,0.0819999999999999,57,1.0,0.052000000000000005,0.129,,,
1414726,169118,1106,1.0,0,,,,,,
1414727,169118,1120,2.0,14,1.0,0.0,8.0,,,
1414728,169118,1122,0.0,14,1.0,0.0,0.0,,,
1414729,169118,1087,9.0,51,1.0,6.0,13.0,,,
1414730,169118,1095,0.1,51,1.0,0.07,0.15,,,
1414731,169118,1099,2.2,20,1.0,1.3,3.0,,,
1414732,169118,1105,0.0,0,68.0,,,,,
1414733,169118,1283,8.0,0,,,,,,
1414734,169118,1178,0.0,0,68.0,,,,,
1414735,169118,1253,0.0,0,68.0,,,,,
1414736,169118,1277,0.001,1,,,,,,
1414737,169118,1292,0.084,0,,,,,,
1414738,169118,1293,0.094,0,,,,,,
1414739,169118,1265,0.017,1,,,,,,
1414740,169118,1266,0.003,1,,,,,,
1414741,169118,1268,0.081,1,,,,,,
1414742,169118,1269,0.093,1,,,,,,
1414743,169118,1270,0.001,1,,,,,,
1414744,169118,1004,0.14,24,1.0,0.01,0.3,,,
1414745,169118,1005,15.23,0,49.0,,,,,
1414746,169118,1008,57.0,0,49.0,,,,,
1414747,169118,1010,0.71,24,1.0,0.12,3.68,,,
1414748,169118,1011,2.6,24,1.0,1.58,4.92,,,
1414749,169118,1014,0.0,23,1.0,0.0,0.0,,,
1414750,169118,1051,83.96,32,1.0,81.63,85.08,,,
1414751,169118,1092,116.0,50,1.0,86.0,144.0,,,
1414752,169118,2000,9.75,24,1.0,8.47,11.79,,,
1414753,169118,1123,44.0,14,1.0,11.0,67.0,,,
1414754,169118,1167,0.161,16,1.0,0.0969999999999999,0.18,,,
1414755,169118,1170,0.049,14,1.0,0.03,0.08,,,
1414756,169118,1175,0.0289999999999999,16,1.0,0.016,0.043,,,
1414757,169118,1275,0.002,1,,,,,,
1414758,169118,1258,0.022,0,,,,,,
1414759,169118,1162,4.3,16,1.0,1.5,5.7,,,
1414760,169118,1166,0.026,16,1.0,0.015,0.049,,,
1414761,169118,1003,0.36,29,1.0,0.22,0.59,,,
1414762,169118,1007,0.32,24,1.0,0.1,0.6,,,
1414763,169118,1012,6.42,24,1.0,5.13,7.13,,,
1414764,169118,1013,0.0,23,1.0,0.0,0.0,,,
1414765,169118,1089,0.18,55,1.0,0.11,0.43,,,
1414766,169118,1101,0.048,60,1.0,0.036000000000000004,0.07400000000000001,,,
1414767,169118,1104,25.0,0,,,,,,
1414768,169118,1091,12.0,50,1.0,8.0,14.0,,,
1414769,169118,1062,239.0,0,49.0,,,,,
1414770,169118,1107,14.0,16,1.0,6.0,27.0,,,
1414771,169118,1108,1.0,16,1.0,0.0,6.0,,,
1414772,169118,1185,4.4,16,1.0,2.2,7.8,,,
1414773,169118,1242,0.0,0,68.0,,,,,
1414774,169118,1246,0.0,0,68.0,,,,,
1414775,169118,1259,0.0,0,,,,,,
1414776,169118,1260,0.0,0,,,,,,
1414777,169118,1262,0.0,0,,,,,,
1414778,169118,1271,0.0,0,,,,,,
1414779,169118,1276,0.0,0,,,,,,
1414780,169118,1279,0.0,0,,,,,,
1414781,169118,1180,5.1,3,,4.9,5.3,,,
1414782,169118,1190,7.0,0,49.0,,,,,
1414783,169118,1198,0.2,3,1.0,0.1,0.2,,,
1414784,169118,1261,0.0,0,,,,,,
1414785,169118,1263,0.0,0,,,,,,
1414786,169118,1264,0.0,0,,,,,,
1414787,169118,1272,0.0,0,,,,,,
1414788,169118,1278,0.0,0,,,,,,
1414789,169118,1280,0.0,0,,,,,,
1414790,169118,1187,7.0,16,1.0,4.0,14.0,,,
1414791,169118,1114,0.0,0,68.0,,,,,
1414792,169118,1212,0.011,0,1.0,,,,,
1414793,169118,1213,0.019,0,1.0,,,,,
1414794,169118,1214,0.017,0,1.0,,,,,
1414795,169118,1216,0.002,0,1.0,,,,,
1414796,169118,1219,0.017,0,1.0,,,,,
1414797,169118,1220,0.01,0,1.0,,,,,
1414798,169118,1221,0.002,0,1.0,,,,,
1414799,169118,1223,0.105,0,1.0,,,,,
1414800,169118,1227,0.015,0,1.0,,,,,
1414801,169118,1125,0.0,4,1.0,0.0,0.0,,,
1414802,169118,1126,0.03,4,1.0,0.03,0.04,,,
1414803,169118,1128,0.02,4,1.0,0.0,0.03,,,
1414804,169118,1129,0.0,4,1.0,0.0,0.0,,,
1414805,169118,1103,0.1,8,1.0,0.0,0.1,,,
1414806,169118,1109,0.12,4,1.0,0.12,0.13,,,
1414807,169118,1057,0.0,0,68.0,,,,,
1414808,169118,1058,0.0,0,68.0,,,,,
1414809,169118,1184,0.0,16,1.0,0.0,0.0,,,
1414810,169118,1177,7.0,16,1.0,4.0,14.0,,,
1414811,169118,1165,0.012,16,1.0,0.0069999999999999,0.018000000000000002,,,
1414812,169118,1127,0.0,4,1.0,0.0,0.0,,,
1414813,169118,1130,0.0,4,1.0,0.0,0.0,,,
1414814,169118,1131,0.0,4,1.0,0.0,0.0,,,
1414815,169118,1210,0.002,0,1.0,,,,,
1414816,169118,1211,0.011,0,1.0,,,,,
1414817,169118,1215,0.002,0,1.0,,,,,
1414818,169118,1217,0.011,0,1.0,,,,,
1414819,169118,1218,0.002,0,1.0,,,,,
1414820,169118,1222,0.0139999999999999,0,1.0,,,,,
1414821,169118,1224,0.03,0,1.0,,,,,
1414822,169118,1225,0.013,0,1.0,,,,,
1414823,169118,1226,0.021,0,1.0,,,,,
1414824,169118,1075,0.0,24,1.0,0.0,0.0,,,
1414825,169118,1079,3.1,24,1.0,2.5,3.7,,,
1414826,169118,1093,1.0,51,1.0,0.0,2.0,,,
1414827,169118,1018,0.0,0,,,,,,
1415239,169124,1186,0.0,0,68.0,,,,,
1415240,169124,1014,0.0,13,1.0,0.0,0.0,,,
1415241,169124,1057,0.0,0,68.0,,,,,
1415242,169124,1058,0.0,0,68.0,,,,,
1415243,169124,1109,0.02,7,1.0,0.02,0.03,,,
1415244,169124,1123,0.0,8,1.0,0.0,0.0,,,
1415245,169124,1125,0.0,7,1.0,0.0,0.0,,,
1415246,169124,1126,0.0,7,1.0,0.0,0.0,,,
1415247,169124,1212,0.019,0,1.0,,,,,
1415248,169124,1213,0.024,0,1.0,,,,,
1415249,169124,1214,0.026,0,1.0,,,,,
1415250,169124,1216,0.0139999999999999,0,1.0,,,,,
1415251,169124,1219,0.024,0,1.0,,,,,
1415252,169124,1220,0.019,0,1.0,,,,,
1415253,169124,1221,0.01,0,1.0,,,,,
1415254,169124,1223,0.121,0,1.0,,,,,
1415255,169124,1227,0.035,0,1.0,,,,,
1415256,169124,1128,0.02,7,1.0,0.0,0.04,,,
1415257,169124,1129,0.0,7,1.0,0.0,0.0,,,
1415258,169124,1013,0.0,13,1.0,0.0,0.0,,,
1415259,169124,1075,0.0,13,1.0,0.0,0.0,,,
1415260,169124,1120,0.0,8,1.0,0.0,0.0,,,
1415261,169124,1122,0.0,8,1.0,0.0,0.0,,,
1415262,169124,1127,0.0,7,1.0,0.0,0.0,,,
1415263,169124,1130,0.0,7,1.0,0.0,0.0,,,
1415264,169124,1131,0.0,7,1.0,0.0,0.0,,,
1415265,169124,1210,0.005,0,1.0,,,,,
1415266,169124,1211,0.019,0,1.0,,,,,
1415267,169124,1215,0.012,0,1.0,,,,,
1415268,169124,1217,0.021,0,1.0,,,,,
1415269,169124,1218,0.019,0,1.0,,,,,
1415270,169124,1222,0.033,0,1.0,,,,,
1415271,169124,1224,0.079,0,1.0,,,,,
1415272,169124,1225,0.024,0,1.0,,,,,
1415273,169124,1226,0.017,0,1.0,,,,,
1415274,169124,1108,0.0,8,1.0,0.0,0.0,,,
1415275,169124,1184,0.0,10,1.0,0.0,0.0,,,
1415276,169124,1185,0.7,10,1.0,0.2,1.2,,,
1415277,169124,1162,47.8,21,1.0,7.9,70.7,,,
1415278,169124,1165,0.079,18,1.0,0.061,0.1119999999999999,,,
1415279,169124,1166,0.032,18,1.0,0.01,0.052000000000000005,,,
1415280,169124,1177,18.0,18,1.0,8.0,36.0,,,
1415281,169124,1106,3.0,16,1.0,1.0,4.0,,,
1415282,169124,1107,35.0,16,1.0,17.0,50.0,,,
1415283,169124,1012,2.12,13,1.0,1.3,3.17,,,
1415284,169124,1003,0.54,21,1.0,0.3,0.74,,,
1415285,169124,1007,0.22,21,1.0,0.05,0.37,,,
1415286,169124,1089,0.29,22,1.0,0.13,0.54,,,
1415287,169124,1090,12.0,22,1.0,9.0,24.0,,,
1415288,169124,1091,8.0,21,1.0,5.0,17.0,,,
1415289,169124,1093,1.0,11,,,,,,
1415290,169124,1098,0.11,22,1.0,0.039,0.193,,,
1415291,169124,1101,0.927,22,1.0,0.124,4.17,,,
1415292,169124,1104,58.0,16,1.0,28.0,83.0,,,
1415293,169124,2000,9.85,13,1.0,6.9,11.45,,,
1415294,169124,1087,13.0,21,1.0,6.0,19.0,,,
1415295,169124,1092,109.0,22,1.0,81.0,162.0,,,
1415296,169124,1095,0.12,19,1.0,0.04,0.15,,,
1415297,169124,1051,86.0,21,1.0,82.5,91.57,,,
1415298,169124,1010,5.99,13,1.0,2.59,7.53,,,
1415299,169124,1011,1.73,13,1.0,1.31,2.82,,,
1415300,169124,1004,0.12,21,1.0,0.05,0.2,,,
1415301,169124,1198,0.1,2,1.0,0.1,0.1,,,
1415302,169124,1167,0.5,14,1.0,0.17,1.49,,,
1415303,169124,1170,0.213,18,1.0,0.05,0.4539999999999999,,,
1415304,169124,1175,0.1119999999999999,18,1.0,0.0819999999999999,0.151,,,
1415305,169124,1180,5.5,0,,,,,,
1415306,169124,1187,18.0,18,1.0,8.0,36.0,,,
1415307,169124,1062,209.0,0,49.0,,,,,
1415308,169124,1079,1.4,6,1.0,1.2,1.5,,,
1415309,169124,1258,0.009000000000000001,0,49.0,,,,,
1415310,169124,1261,0.0,0,,,,,,
1415311,169124,1263,0.0,0,,,,,,
1415312,169124,1264,0.0,0,,,,,,
1415313,169124,1272,0.0,0,,,,,,
1415314,169124,1275,0.001,0,,,,,,
1415315,169124,1278,0.0,0,,,,,,
1415316,169124,1280,0.0,0,,,,,,
1415317,169124,1009,0.0,6,1.0,0.0,0.0,,,
1415318,169124,1005,13.12,0,49.0,,,,,
1415319,169124,1008,50.0,0,49.0,,,,,
1415320,169124,1103,0.1,5,1.0,0.0,0.1,,,
1415321,169124,1190,18.0,0,49.0,,,,,
1415322,169124,1259,0.0,0,,,,,,
1415323,169124,1260,0.0,0,,,,,,
1415324,169124,1262,0.0,0,,,,,,
1415325,169124,1265,0.005,0,,,,,,
1415326,169124,1266,0.003,0,,,,,,
1415327,169124,1268,0.012,0,,,,,,
1415328,169124,1269,0.023,0,,,,,,
1415329,169124,1270,0.017,0,,,,,,
1415330,169124,1271,0.0,0,,,,,,
1415331,169124,1276,0.0,0,,,,,,
1415332,169124,1277,0.0,0,,,,,,
1415333,169124,1279,0.0,0,,,,,,
1415334,169124,1292,0.013,0,49.0,,,,,
1415335,169124,1293,0.04,0,49.0,,,,,
1415336,169124,1110,0.0,0,68.0,,,,,
1415337,169124,1018,0.0,0,,,,,,
1415338,169124,1105,0.0,0,68.0,,,,,
1415339,169124,1257,0.0,0,68.0,,,,,
1415340,169124,1178,0.0,0,68.0,,,,,
1415341,169124,1283,6.0,0,,,,,,
1415342,169124,1253,0.0,0,68.0,,,,,
1415343,169124,1246,0.0,0,68.0,,,,,
1415344,169124,1242,0.0,0,68.0,,,,,
1415345,169124,1114,0.0,0,68.0,,,,,
1425160,169225,1018,0.0,0,68.0,,,,,
1425161,169225,1253,0.0,0,68.0,,,,,
1425162,169225,1178,0.0,0,68.0,,,,,
1425163,169225,1186,0.0,0,68.0,,,,,
1425164,169225,1257,0.0,0,68.0,,,,,
1425165,169225,1258,0.078,0,49.0,,,,,
1425166,169225,1264,0.01,2,1.0,,,,,
1425167,169225,1062,44.0,0,49.0,,,,,
1425168,169225,1008,10.0,0,49.0,,,,,
1425169,169225,1265,0.0579999999999999,2,1.0,,,,,
1425170,169225,1266,0.01,2,1.0,,,,,
1425171,169225,1268,0.01,2,1.0,,,,,
1425172,169225,1269,0.01,2,1.0,,,,,
1425173,169225,1270,0.01,2,1.0,,,,,
1425174,169225,1292,0.01,0,49.0,,,,,
1425175,169225,1293,0.019,0,49.0,,,,,
1425176,169225,1110,0.0,0,68.0,,,,,
1425177,169225,1079,0.7,0,,,,,,
1425178,169225,1104,72.0,0,49.0,,,,,
1425179,169225,1177,14.0,3,1.0,,,,,
1425180,169225,1106,4.0,0,49.0,,,,,
1425181,169225,1187,14.0,3,1.0,,,,,
1425182,169225,1210,0.0069999999999999,0,1.0,,,,,
1425183,169225,1211,0.012,0,1.0,,,,,
1425184,169225,1215,0.012,0,1.0,,,,,
1425185,169225,1217,0.031,0,1.0,,,,,
1425186,169225,1218,0.002,0,1.0,,,,,
1425187,169225,1222,0.031,0,1.0,,,,,
1425188,169225,1224,0.204,0,1.0,,,,,
1425189,169225,1225,0.025,0,1.0,,,,,
1425190,169225,1226,0.012,0,1.0,,,,,
1425191,169225,1190,14.0,0,49.0,,,,,
1425192,169225,1198,0.1,1,1.0,,,,,
1425193,169225,1212,0.012,0,1.0,,,,,
1425194,169225,1213,0.025,0,1.0,,,,,
1425195,169225,1214,0.025,0,1.0,,,,,
1425196,169225,1216,0.0069999999999999,0,1.0,,,,,
1425197,169225,1219,0.012,0,1.0,,,,,
1425198,169225,1220,0.031,0,1.0,,,,,
1425199,169225,1221,0.002,0,1.0,,,,,
1425200,169225,1223,0.037000000000000005,0,1.0,,,,,
1425201,169225,1227,0.025,0,1.0,,,,,
1425202,169225,2000,1.38,0,,,,,,
1425203,169225,1005,2.16,0,49.0,,,,,
1425204,169225,1180,5.7,0,,,,,,
1425205,169225,1259,0.0,0,10.0,,,,,
1425206,169225,1260,0.0,0,10.0,,,,,
1425207,169225,1099,1.3,11,1.0,0.7,2.0,,,
1425208,169225,1093,2.0,48,,1.0,5.0,,,
1425209,169225,1105,0.0,0,68.0,,,,,
1425210,169225,1242,0.0,0,68.0,,,,,
1425211,169225,1246,0.0,0,68.0,,,,,
1425212,169225,1004,0.16,11,43.0,0.1,0.19,,,
1425213,169225,1123,16.0,0,67.0,,,,,
1425214,169225,1125,0.0,5,43.0,0.0,0.01,,,
1425215,169225,1126,0.02,5,43.0,0.0,0.04,,,
1425216,169225,1128,0.04,3,43.0,,,,,
1425217,169225,1129,0.0,3,43.0,,,,,
1425218,169225,1167,0.037000000000000005,4,1.0,,,,,
1425219,169225,1170,0.24,4,1.0,,,,,
1425220,169225,1175,0.051,4,1.0,,,,,
1425221,169225,1087,14.0,51,42.0,7.0,23.0,,,
1425222,169225,1092,136.0,52,42.0,94.0,241.0,,,
1425223,169225,1095,0.17,52,42.0,0.09,0.26,,,
1425224,169225,1010,0.0,4,1.0,,,,,
1425225,169225,1011,0.63,4,1.0,,,,,
1425226,169225,1014,0.0,4,1.0,,,,,
1425227,169225,1051,96.73,7,43.0,96.1,97.16,,,
1425228,169225,1057,0.0,0,68.0,,,,,
1425229,169225,1058,0.0,0,68.0,,,,,
1425230,169225,1103,0.1,41,42.0,0.0,0.3,,,
1425231,169225,1109,0.03,5,43.0,0.01,0.09,,,
1425232,169225,1262,0.0,2,1.0,,,,,
1425233,169225,1267,0.0,2,1.0,,,,,
1425234,169225,1299,0.0,2,1.0,,,,,
1425235,169225,1313,0.0,2,1.0,,,,,
1425236,169225,1325,0.0,2,1.0,,,,,
1425237,169225,1271,0.0,2,1.0,,,,,
1425238,169225,1276,0.0,2,1.0,,,,,
1425239,169225,1277,0.0,2,1.0,,,,,
1425240,169225,1279,0.0,2,1.0,,,,,
